# tau gt_up gt_dn
24.822 -2.1118e-08 -2.1118e-08
24.831 -2.1268e-08 -2.1268e-08
24.84 -2.14193e-08 -2.14193e-08
24.849 -2.15717e-08 -2.15717e-08
24.858 -2.17252e-08 -2.17252e-08
24.867 -2.188e-08 -2.188e-08
24.876 -2.20359e-08 -2.20359e-08
24.885 -2.21931e-08 -2.21931e-08
24.894 -2.23515e-08 -2.23515e-08
24.903 -2.25111e-08 -2.25111e-08
24.912 -2.26719e-08 -2.26719e-08
24.921 -2.2834e-08 -2.2834e-08
24.93 -2.29973e-08 -2.29973e-08
24.939 -2.31619e-08 -2.31619e-08
24.948 -2.33277e-08 -2.33277e-08
24.957 -2.34949e-08 -2.34949e-08
24.966 -2.36633e-08 -2.36633e-08
24.975 -2.3833e-08 -2.3833e-08
24.984 -2.4004e-08 -2.4004e-08
24.993 -2.41763e-08 -2.41763e-08
25.002 -2.435e-08 -2.435e-08
25.011 -2.45249e-08 -2.45249e-08
25.02 -2.47013e-08 -2.47013e-08
25.029 -2.48789e-08 -2.48789e-08
25.038 -2.5058e-08 -2.5058e-08
25.047 -2.52384e-08 -2.52384e-08
25.056 -2.54201e-08 -2.54201e-08
25.065 -2.56033e-08 -2.56033e-08
25.074 -2.57879e-08 -2.57879e-08
25.083 -2.59739e-08 -2.59739e-08
25.092 -2.61613e-08 -2.61613e-08
25.101 -2.63501e-08 -2.63501e-08
25.11 -2.65404e-08 -2.65404e-08
25.119 -2.67321e-08 -2.67321e-08
25.128 -2.69253e-08 -2.69253e-08
25.137 -2.712e-08 -2.712e-08
25.146 -2.73161e-08 -2.73161e-08
25.155 -2.75138e-08 -2.75138e-08
25.164 -2.77129e-08 -2.77129e-08
25.173 -2.79136e-08 -2.79136e-08
25.182 -2.81158e-08 -2.81158e-08
25.191 -2.83195e-08 -2.83195e-08
25.2 -2.85248e-08 -2.85248e-08
25.209 -2.87316e-08 -2.87316e-08
25.218 -2.89401e-08 -2.89401e-08
25.227 -2.91501e-08 -2.91501e-08
25.236 -2.93616e-08 -2.93616e-08
25.245 -2.95748e-08 -2.95748e-08
25.254 -2.97897e-08 -2.97897e-08
25.263 -3.00061e-08 -3.00061e-08
25.272 -3.02242e-08 -3.02242e-08
25.281 -3.04439e-08 -3.04439e-08
25.29 -3.06653e-08 -3.06653e-08
25.299 -3.08884e-08 -3.08884e-08
25.308 -3.11132e-08 -3.11132e-08
25.317 -3.13397e-08 -3.13397e-08
25.326 -3.15679e-08 -3.15679e-08
25.335 -3.17978e-08 -3.17978e-08
25.344 -3.20295e-08 -3.20295e-08
25.353 -3.22629e-08 -3.22629e-08
25.362 -3.2498e-08 -3.2498e-08
25.371 -3.2735e-08 -3.2735e-08
25.38 -3.29737e-08 -3.29737e-08
25.389 -3.32143e-08 -3.32143e-08
25.398 -3.34567e-08 -3.34567e-08
25.407 -3.37009e-08 -3.37009e-08
25.416 -3.39469e-08 -3.39469e-08
25.425 -3.41948e-08 -3.41948e-08
25.434 -3.44446e-08 -3.44446e-08
25.443 -3.46962e-08 -3.46962e-08
25.452 -3.49498e-08 -3.49498e-08
25.461 -3.52052e-08 -3.52052e-08
25.47 -3.54626e-08 -3.54626e-08
25.479 -3.5722e-08 -3.5722e-08
25.488 -3.59832e-08 -3.59832e-08
25.497 -3.62465e-08 -3.62465e-08
25.506 -3.65117e-08 -3.65117e-08
25.515 -3.6779e-08 -3.6779e-08
25.524 -3.70482e-08 -3.70482e-08
25.533 -3.73195e-08 -3.73195e-08
25.542 -3.75928e-08 -3.75928e-08
25.551 -3.78682e-08 -3.78682e-08
25.56 -3.81456e-08 -3.81456e-08
25.569 -3.84251e-08 -3.84251e-08
25.578 -3.87068e-08 -3.87068e-08
25.587 -3.89905e-08 -3.89905e-08
25.596 -3.92764e-08 -3.92764e-08
25.605 -3.95644e-08 -3.95644e-08
25.614 -3.98546e-08 -3.98546e-08
25.623 -4.0147e-08 -4.0147e-08
25.632 -4.04416e-08 -4.04416e-08
25.641 -4.07384e-08 -4.07384e-08
25.65 -4.10374e-08 -4.10374e-08
25.659 -4.13387e-08 -4.13387e-08
25.668 -4.16422e-08 -4.16422e-08
25.677 -4.1948e-08 -4.1948e-08
25.686 -4.22561e-08 -4.22561e-08
25.695 -4.25665e-08 -4.25665e-08
25.704 -4.28792e-08 -4.28792e-08
25.713 -4.31943e-08 -4.31943e-08
25.722 -4.35117e-08 -4.35117e-08
25.731 -4.38316e-08 -4.38316e-08
25.74 -4.41538e-08 -4.41538e-08
25.749 -4.44784e-08 -4.44784e-08
25.758 -4.48055e-08 -4.48055e-08
25.767 -4.5135e-08 -4.5135e-08
25.776 -4.5467e-08 -4.5467e-08
25.785 -4.58015e-08 -4.58015e-08
25.794 -4.61385e-08 -4.61385e-08
25.803 -4.6478e-08 -4.6478e-08
25.812 -4.68201e-08 -4.68201e-08
25.821 -4.71647e-08 -4.71647e-08
25.83 -4.75119e-08 -4.75119e-08
25.839 -4.78617e-08 -4.78617e-08
25.848 -4.82141e-08 -4.82141e-08
25.857 -4.85691e-08 -4.85691e-08
25.866 -4.89269e-08 -4.89269e-08
25.875 -4.92872e-08 -4.92872e-08
25.884 -4.96503e-08 -4.96503e-08
25.893 -5.00161e-08 -5.00161e-08
25.902 -5.03847e-08 -5.03847e-08
25.911 -5.0756e-08 -5.0756e-08
25.92 -5.113e-08 -5.113e-08
25.929 -5.15069e-08 -5.15069e-08
25.938 -5.18866e-08 -5.18866e-08
25.947 -5.22691e-08 -5.22691e-08
25.956 -5.26545e-08 -5.26545e-08
25.965 -5.30427e-08 -5.30427e-08
25.974 -5.34339e-08 -5.34339e-08
25.983 -5.3828e-08 -5.3828e-08
25.992 -5.4225e-08 -5.4225e-08
26.001 -5.4625e-08 -5.4625e-08
26.01 -5.5028e-08 -5.5028e-08
26.019 -5.5434e-08 -5.5434e-08
26.028 -5.58431e-08 -5.58431e-08
26.037 -5.62552e-08 -5.62552e-08
26.046 -5.66703e-08 -5.66703e-08
26.055 -5.70886e-08 -5.70886e-08
26.064 -5.751e-08 -5.751e-08
26.073 -5.79345e-08 -5.79345e-08
26.082 -5.83622e-08 -5.83622e-08
26.091 -5.87931e-08 -5.87931e-08
26.1 -5.92272e-08 -5.92272e-08
26.109 -5.96646e-08 -5.96646e-08
26.118 -6.01052e-08 -6.01052e-08
26.127 -6.05491e-08 -6.05491e-08
26.136 -6.09964e-08 -6.09964e-08
26.145 -6.14469e-08 -6.14469e-08
26.154 -6.19008e-08 -6.19008e-08
26.163 -6.23581e-08 -6.23581e-08
26.172 -6.28189e-08 -6.28189e-08
26.181 -6.3283e-08 -6.3283e-08
26.19 -6.37506e-08 -6.37506e-08
26.199 -6.42217e-08 -6.42217e-08
26.208 -6.46964e-08 -6.46964e-08
26.217 -6.51745e-08 -6.51745e-08
26.226 -6.56563e-08 -6.56563e-08
26.235 -6.61416e-08 -6.61416e-08
26.244 -6.66305e-08 -6.66305e-08
26.253 -6.71231e-08 -6.71231e-08
26.262 -6.76193e-08 -6.76193e-08
26.271 -6.81193e-08 -6.81193e-08
26.28 -6.8623e-08 -6.8623e-08
26.289 -6.91304e-08 -6.91304e-08
26.298 -6.96416e-08 -6.96416e-08
26.307 -7.01567e-08 -7.01567e-08
26.316 -7.06755e-08 -7.06755e-08
26.325 -7.11983e-08 -7.11983e-08
26.334 -7.17249e-08 -7.17249e-08
26.343 -7.22554e-08 -7.22554e-08
26.352 -7.279e-08 -7.279e-08
26.361 -7.33284e-08 -7.33284e-08
26.37 -7.38709e-08 -7.38709e-08
26.379 -7.44175e-08 -7.44175e-08
26.388 -7.49681e-08 -7.49681e-08
26.397 -7.55228e-08 -7.55228e-08
26.406 -7.60817e-08 -7.60817e-08
26.415 -7.66447e-08 -7.66447e-08
26.424 -7.72119e-08 -7.72119e-08
26.433 -7.77833e-08 -7.77833e-08
26.442 -7.8359e-08 -7.8359e-08
26.451 -7.89389e-08 -7.89389e-08
26.46 -7.95232e-08 -7.95232e-08
26.469 -8.01119e-08 -8.01119e-08
26.478 -8.07049e-08 -8.07049e-08
26.487 -8.13023e-08 -8.13023e-08
26.496 -8.19042e-08 -8.19042e-08
26.505 -8.25106e-08 -8.25106e-08
26.514 -8.31215e-08 -8.31215e-08
26.523 -8.37369e-08 -8.37369e-08
26.532 -8.43569e-08 -8.43569e-08
26.541 -8.49815e-08 -8.49815e-08
26.55 -8.56108e-08 -8.56108e-08
26.559 -8.62448e-08 -8.62448e-08
26.568 -8.68834e-08 -8.68834e-08
26.577 -8.75269e-08 -8.75269e-08
26.586 -8.81751e-08 -8.81751e-08
26.595 -8.88281e-08 -8.88281e-08
26.604 -8.9486e-08 -8.9486e-08
26.613 -9.01488e-08 -9.01488e-08
26.622 -9.08166e-08 -9.08166e-08
26.631 -9.14893e-08 -9.14893e-08
26.64 -9.2167e-08 -9.2167e-08
26.649 -9.28497e-08 -9.28497e-08
26.658 -9.35376e-08 -9.35376e-08
26.667 -9.42305e-08 -9.42305e-08
26.676 -9.49286e-08 -9.49286e-08
26.685 -9.56319e-08 -9.56319e-08
26.694 -9.63404e-08 -9.63404e-08
26.703 -9.70542e-08 -9.70542e-08
26.712 -9.77733e-08 -9.77733e-08
26.721 -9.84978e-08 -9.84978e-08
26.73 -9.92276e-08 -9.92276e-08
26.739 -9.99629e-08 -9.99629e-08
26.748 -1.00704e-07 -1.00704e-07
26.757 -1.0145e-07 -1.0145e-07
26.766 -1.02202e-07 -1.02202e-07
26.775 -1.02959e-07 -1.02959e-07
26.784 -1.03722e-07 -1.03722e-07
26.793 -1.04491e-07 -1.04491e-07
26.802 -1.05265e-07 -1.05265e-07
26.811 -1.06045e-07 -1.06045e-07
26.82 -1.06831e-07 -1.06831e-07
26.829 -1.07623e-07 -1.07623e-07
26.838 -1.08421e-07 -1.08421e-07
26.847 -1.09225e-07 -1.09225e-07
26.856 -1.10034e-07 -1.10034e-07
26.865 -1.1085e-07 -1.1085e-07
26.874 -1.11672e-07 -1.11672e-07
26.883 -1.12499e-07 -1.12499e-07
26.892 -1.13333e-07 -1.13333e-07
26.901 -1.14174e-07 -1.14174e-07
26.91 -1.1502e-07 -1.1502e-07
26.919 -1.15873e-07 -1.15873e-07
26.928 -1.16732e-07 -1.16732e-07
26.937 -1.17597e-07 -1.17597e-07
26.946 -1.18469e-07 -1.18469e-07
26.955 -1.19347e-07 -1.19347e-07
26.964 -1.20232e-07 -1.20232e-07
26.973 -1.21124e-07 -1.21124e-07
26.982 -1.22022e-07 -1.22022e-07
26.991 -1.22927e-07 -1.22927e-07
27 -1.23838e-07 -1.23838e-07
27.009 -1.24756e-07 -1.24756e-07
27.018 -1.25681e-07 -1.25681e-07
27.027 -1.26613e-07 -1.26613e-07
27.036 -1.27552e-07 -1.27552e-07
27.045 -1.28498e-07 -1.28498e-07
27.054 -1.29451e-07 -1.29451e-07
27.063 -1.30411e-07 -1.30411e-07
27.072 -1.31378e-07 -1.31378e-07
27.081 -1.32352e-07 -1.32352e-07
27.09 -1.33334e-07 -1.33334e-07
27.099 -1.34323e-07 -1.34323e-07
27.108 -1.35319e-07 -1.35319e-07
27.117 -1.36323e-07 -1.36323e-07
27.126 -1.37334e-07 -1.37334e-07
27.135 -1.38352e-07 -1.38352e-07
27.144 -1.39378e-07 -1.39378e-07
27.153 -1.40412e-07 -1.40412e-07
27.162 -1.41454e-07 -1.41454e-07
27.171 -1.42503e-07 -1.42503e-07
27.18 -1.4356e-07 -1.4356e-07
27.189 -1.44625e-07 -1.44625e-07
27.198 -1.45697e-07 -1.45697e-07
27.207 -1.46778e-07 -1.46778e-07
27.216 -1.47867e-07 -1.47867e-07
27.225 -1.48964e-07 -1.48964e-07
27.234 -1.50069e-07 -1.50069e-07
27.243 -1.51182e-07 -1.51182e-07
27.252 -1.52303e-07 -1.52303e-07
27.261 -1.53433e-07 -1.53433e-07
27.27 -1.54571e-07 -1.54571e-07
27.279 -1.55718e-07 -1.55718e-07
27.288 -1.56873e-07 -1.56873e-07
27.297 -1.58037e-07 -1.58037e-07
27.306 -1.59209e-07 -1.59209e-07
27.315 -1.6039e-07 -1.6039e-07
27.324 -1.6158e-07 -1.6158e-07
27.333 -1.62779e-07 -1.62779e-07
27.342 -1.63987e-07 -1.63987e-07
27.351 -1.65203e-07 -1.65203e-07
27.36 -1.66429e-07 -1.66429e-07
27.369 -1.67664e-07 -1.67664e-07
27.378 -1.68908e-07 -1.68908e-07
27.387 -1.70161e-07 -1.70161e-07
27.396 -1.71423e-07 -1.71423e-07
27.405 -1.72695e-07 -1.72695e-07
27.414 -1.73976e-07 -1.73976e-07
27.423 -1.75267e-07 -1.75267e-07
27.432 -1.76568e-07 -1.76568e-07
27.441 -1.77878e-07 -1.77878e-07
27.45 -1.79198e-07 -1.79198e-07
27.459 -1.80527e-07 -1.80527e-07
27.468 -1.81867e-07 -1.81867e-07
27.477 -1.83216e-07 -1.83216e-07
27.486 -1.84576e-07 -1.84576e-07
27.495 -1.85945e-07 -1.85945e-07
27.504 -1.87325e-07 -1.87325e-07
27.513 -1.88715e-07 -1.88715e-07
27.522 -1.90115e-07 -1.90115e-07
27.531 -1.91526e-07 -1.91526e-07
27.54 -1.92947e-07 -1.92947e-07
27.549 -1.94379e-07 -1.94379e-07
27.558 -1.95821e-07 -1.95821e-07
27.567 -1.97274e-07 -1.97274e-07
27.576 -1.98738e-07 -1.98738e-07
27.585 -2.00213e-07 -2.00213e-07
27.594 -2.01699e-07 -2.01699e-07
27.603 -2.03195e-07 -2.03195e-07
27.612 -2.04703e-07 -2.04703e-07
27.621 -2.06222e-07 -2.06222e-07
27.63 -2.07753e-07 -2.07753e-07
27.639 -2.09294e-07 -2.09294e-07
27.648 -2.10847e-07 -2.10847e-07
27.657 -2.12412e-07 -2.12412e-07
27.666 -2.13988e-07 -2.13988e-07
27.675 -2.15576e-07 -2.15576e-07
27.684 -2.17176e-07 -2.17176e-07
27.693 -2.18788e-07 -2.18788e-07
27.702 -2.20412e-07 -2.20412e-07
27.711 -2.22047e-07 -2.22047e-07
27.72 -2.23695e-07 -2.23695e-07
27.729 -2.25355e-07 -2.25355e-07
27.738 -2.27028e-07 -2.27028e-07
27.747 -2.28713e-07 -2.28713e-07
27.756 -2.3041e-07 -2.3041e-07
27.765 -2.3212e-07 -2.3212e-07
27.774 -2.33843e-07 -2.33843e-07
27.783 -2.35578e-07 -2.35578e-07
27.792 -2.37327e-07 -2.37327e-07
27.801 -2.39088e-07 -2.39088e-07
27.81 -2.40862e-07 -2.40862e-07
27.819 -2.4265e-07 -2.4265e-07
27.828 -2.44451e-07 -2.44451e-07
27.837 -2.46265e-07 -2.46265e-07
27.846 -2.48093e-07 -2.48093e-07
27.855 -2.49934e-07 -2.49934e-07
27.864 -2.51789e-07 -2.51789e-07
27.873 -2.53658e-07 -2.53658e-07
27.882 -2.55541e-07 -2.55541e-07
27.891 -2.57437e-07 -2.57437e-07
27.9 -2.59348e-07 -2.59348e-07
27.909 -2.61273e-07 -2.61273e-07
27.918 -2.63212e-07 -2.63212e-07
27.927 -2.65166e-07 -2.65166e-07
27.936 -2.67134e-07 -2.67134e-07
27.945 -2.69116e-07 -2.69116e-07
27.954 -2.71114e-07 -2.71114e-07
27.963 -2.73126e-07 -2.73126e-07
27.972 -2.75153e-07 -2.75153e-07
27.981 -2.77196e-07 -2.77196e-07
27.99 -2.79253e-07 -2.79253e-07
27.999 -2.81326e-07 -2.81326e-07
28.008 -2.83414e-07 -2.83414e-07
28.017 -2.85517e-07 -2.85517e-07
28.026 -2.87637e-07 -2.87637e-07
28.035 -2.89772e-07 -2.89772e-07
28.044 -2.91922e-07 -2.91922e-07
28.053 -2.94089e-07 -2.94089e-07
28.062 -2.96272e-07 -2.96272e-07
28.071 -2.98471e-07 -2.98471e-07
28.08 -3.00687e-07 -3.00687e-07
28.089 -3.02918e-07 -3.02918e-07
28.098 -3.05167e-07 -3.05167e-07
28.107 -3.07432e-07 -3.07432e-07
28.116 -3.09714e-07 -3.09714e-07
28.125 -3.12013e-07 -3.12013e-07
28.134 -3.14329e-07 -3.14329e-07
28.143 -3.16662e-07 -3.16662e-07
28.152 -3.19013e-07 -3.19013e-07
28.161 -3.21381e-07 -3.21381e-07
28.17 -3.23766e-07 -3.23766e-07
28.179 -3.26169e-07 -3.26169e-07
28.188 -3.2859e-07 -3.2859e-07
28.197 -3.31029e-07 -3.31029e-07
28.206 -3.33487e-07 -3.33487e-07
28.215 -3.35962e-07 -3.35962e-07
28.224 -3.38456e-07 -3.38456e-07
28.233 -3.40968e-07 -3.40968e-07
28.242 -3.43499e-07 -3.43499e-07
28.251 -3.46049e-07 -3.46049e-07
28.26 -3.48618e-07 -3.48618e-07
28.269 -3.51205e-07 -3.51205e-07
28.278 -3.53812e-07 -3.53812e-07
28.287 -3.56439e-07 -3.56439e-07
28.296 -3.59085e-07 -3.59085e-07
28.305 -3.6175e-07 -3.6175e-07
28.314 -3.64435e-07 -3.64435e-07
28.323 -3.67141e-07 -3.67141e-07
28.332 -3.69866e-07 -3.69866e-07
28.341 -3.72612e-07 -3.72612e-07
28.35 -3.75377e-07 -3.75377e-07
28.359 -3.78164e-07 -3.78164e-07
28.368 -3.80971e-07 -3.80971e-07
28.377 -3.83799e-07 -3.83799e-07
28.386 -3.86648e-07 -3.86648e-07
28.395 -3.89518e-07 -3.89518e-07
28.404 -3.9241e-07 -3.9241e-07
28.413 -3.95323e-07 -3.95323e-07
28.422 -3.98257e-07 -3.98257e-07
28.431 -4.01214e-07 -4.01214e-07
28.44 -4.04192e-07 -4.04192e-07
28.449 -4.07192e-07 -4.07192e-07
28.458 -4.10215e-07 -4.10215e-07
28.467 -4.1326e-07 -4.1326e-07
28.476 -4.16328e-07 -4.16328e-07
28.485 -4.19418e-07 -4.19418e-07
28.494 -4.22532e-07 -4.22532e-07
28.503 -4.25669e-07 -4.25669e-07
28.512 -4.28828e-07 -4.28828e-07
28.521 -4.32012e-07 -4.32012e-07
28.53 -4.35219e-07 -4.35219e-07
28.539 -4.3845e-07 -4.3845e-07
28.548 -4.41704e-07 -4.41704e-07
28.557 -4.44983e-07 -4.44983e-07
28.566 -4.48287e-07 -4.48287e-07
28.575 -4.51614e-07 -4.51614e-07
28.584 -4.54967e-07 -4.54967e-07
28.593 -4.58344e-07 -4.58344e-07
28.602 -4.61747e-07 -4.61747e-07
28.611 -4.65175e-07 -4.65175e-07
28.62 -4.68628e-07 -4.68628e-07
28.629 -4.72107e-07 -4.72107e-07
28.638 -4.75611e-07 -4.75611e-07
28.647 -4.79142e-07 -4.79142e-07
28.656 -4.82699e-07 -4.82699e-07
28.665 -4.86282e-07 -4.86282e-07
28.674 -4.89892e-07 -4.89892e-07
28.683 -4.93529e-07 -4.93529e-07
28.692 -4.97193e-07 -4.97193e-07
28.701 -5.00884e-07 -5.00884e-07
28.71 -5.04602e-07 -5.04602e-07
28.719 -5.08348e-07 -5.08348e-07
28.728 -5.12122e-07 -5.12122e-07
28.737 -5.15923e-07 -5.15923e-07
28.746 -5.19753e-07 -5.19753e-07
28.755 -5.23612e-07 -5.23612e-07
28.764 -5.27499e-07 -5.27499e-07
28.773 -5.31415e-07 -5.31415e-07
28.782 -5.3536e-07 -5.3536e-07
28.791 -5.39334e-07 -5.39334e-07
28.8 -5.43338e-07 -5.43338e-07
28.809 -5.47372e-07 -5.47372e-07
28.818 -5.51435e-07 -5.51435e-07
28.827 -5.55529e-07 -5.55529e-07
28.836 -5.59653e-07 -5.59653e-07
28.845 -5.63807e-07 -5.63807e-07
28.854 -5.67993e-07 -5.67993e-07
28.863 -5.7221e-07 -5.7221e-07
28.872 -5.76458e-07 -5.76458e-07
28.881 -5.80737e-07 -5.80737e-07
28.89 -5.85048e-07 -5.85048e-07
28.899 -5.89391e-07 -5.89391e-07
28.908 -5.93767e-07 -5.93767e-07
28.917 -5.98175e-07 -5.98175e-07
28.926 -6.02616e-07 -6.02616e-07
28.935 -6.07089e-07 -6.07089e-07
28.944 -6.11596e-07 -6.11596e-07
28.953 -6.16136e-07 -6.16136e-07
28.962 -6.2071e-07 -6.2071e-07
28.971 -6.25318e-07 -6.25318e-07
28.98 -6.29961e-07 -6.29961e-07
28.989 -6.34637e-07 -6.34637e-07
28.998 -6.39349e-07 -6.39349e-07
29.007 -6.44095e-07 -6.44095e-07
29.016 -6.48877e-07 -6.48877e-07
29.025 -6.53694e-07 -6.53694e-07
29.034 -6.58547e-07 -6.58547e-07
29.043 -6.63436e-07 -6.63436e-07
29.052 -6.68361e-07 -6.68361e-07
29.061 -6.73323e-07 -6.73323e-07
29.07 -6.78321e-07 -6.78321e-07
29.079 -6.83357e-07 -6.83357e-07
29.088 -6.8843e-07 -6.8843e-07
29.097 -6.93541e-07 -6.93541e-07
29.106 -6.9869e-07 -6.9869e-07
29.115 -7.03877e-07 -7.03877e-07
29.124 -7.09102e-07 -7.09102e-07
29.133 -7.14366e-07 -7.14366e-07
29.142 -7.1967e-07 -7.1967e-07
29.151 -7.25012e-07 -7.25012e-07
29.16 -7.30395e-07 -7.30395e-07
29.169 -7.35817e-07 -7.35817e-07
29.178 -7.4128e-07 -7.4128e-07
29.187 -7.46783e-07 -7.46783e-07
29.196 -7.52327e-07 -7.52327e-07
29.205 -7.57912e-07 -7.57912e-07
29.214 -7.63539e-07 -7.63539e-07
29.223 -7.69207e-07 -7.69207e-07
29.232 -7.74918e-07 -7.74918e-07
29.241 -7.8067e-07 -7.8067e-07
29.25 -7.86466e-07 -7.86466e-07
29.259 -7.92305e-07 -7.92305e-07
29.268 -7.98187e-07 -7.98187e-07
29.277 -8.04112e-07 -8.04112e-07
29.286 -8.10082e-07 -8.10082e-07
29.295 -8.16096e-07 -8.16096e-07
29.304 -8.22155e-07 -8.22155e-07
29.313 -8.28258e-07 -8.28258e-07
29.322 -8.34407e-07 -8.34407e-07
29.331 -8.40602e-07 -8.40602e-07
29.34 -8.46842e-07 -8.46842e-07
29.349 -8.53129e-07 -8.53129e-07
29.358 -8.59463e-07 -8.59463e-07
29.367 -8.65843e-07 -8.65843e-07
29.376 -8.72271e-07 -8.72271e-07
29.385 -8.78747e-07 -8.78747e-07
29.394 -8.85271e-07 -8.85271e-07
29.403 -8.91843e-07 -8.91843e-07
29.412 -8.98464e-07 -8.98464e-07
29.421 -9.05134e-07 -9.05134e-07
29.43 -9.11854e-07 -9.11854e-07
29.439 -9.18623e-07 -9.18623e-07
29.448 -9.25443e-07 -9.25443e-07
29.457 -9.32313e-07 -9.32313e-07
29.466 -9.39235e-07 -9.39235e-07
29.475 -9.46208e-07 -9.46208e-07
29.484 -9.53232e-07 -9.53232e-07
29.493 -9.60309e-07 -9.60309e-07
29.502 -9.67438e-07 -9.67438e-07
29.511 -9.74621e-07 -9.74621e-07
29.52 -9.81856e-07 -9.81856e-07
29.529 -9.89145e-07 -9.89145e-07
29.538 -9.96489e-07 -9.96489e-07
29.547 -1.00389e-06 -1.00389e-06
29.556 -1.01134e-06 -1.01134e-06
29.565 -1.01885e-06 -1.01885e-06
29.574 -1.02641e-06 -1.02641e-06
29.583 -1.03403e-06 -1.03403e-06
29.592 -1.04171e-06 -1.04171e-06
29.601 -1.04944e-06 -1.04944e-06
29.61 -1.05723e-06 -1.05723e-06
29.619 -1.06508e-06 -1.06508e-06
29.628 -1.07299e-06 -1.07299e-06
29.637 -1.08095e-06 -1.08095e-06
29.646 -1.08898e-06 -1.08898e-06
29.655 -1.09706e-06 -1.09706e-06
29.664 -1.10521e-06 -1.10521e-06
29.673 -1.11341e-06 -1.11341e-06
29.682 -1.12168e-06 -1.12168e-06
29.691 -1.13001e-06 -1.13001e-06
29.7 -1.1384e-06 -1.1384e-06
29.709 -1.14685e-06 -1.14685e-06
29.718 -1.15536e-06 -1.15536e-06
29.727 -1.16394e-06 -1.16394e-06
29.736 -1.17258e-06 -1.17258e-06
29.745 -1.18129e-06 -1.18129e-06
29.754 -1.19006e-06 -1.19006e-06
29.763 -1.19889e-06 -1.19889e-06
29.772 -1.20779e-06 -1.20779e-06
29.781 -1.21676e-06 -1.21676e-06
29.79 -1.22579e-06 -1.22579e-06
29.799 -1.23489e-06 -1.23489e-06
29.808 -1.24406e-06 -1.24406e-06
29.817 -1.2533e-06 -1.2533e-06
29.826 -1.2626e-06 -1.2626e-06
29.835 -1.27197e-06 -1.27197e-06
29.844 -1.28142e-06 -1.28142e-06
29.853 -1.29093e-06 -1.29093e-06
29.862 -1.30051e-06 -1.30051e-06
29.871 -1.31017e-06 -1.31017e-06
29.88 -1.3199e-06 -1.3199e-06
29.889 -1.32969e-06 -1.32969e-06
29.898 -1.33957e-06 -1.33957e-06
29.907 -1.34951e-06 -1.34951e-06
29.916 -1.35953e-06 -1.35953e-06
29.925 -1.36962e-06 -1.36962e-06
29.934 -1.37979e-06 -1.37979e-06
29.943 -1.39004e-06 -1.39004e-06
29.952 -1.40035e-06 -1.40035e-06
29.961 -1.41075e-06 -1.41075e-06
29.97 -1.42122e-06 -1.42122e-06
29.979 -1.43178e-06 -1.43178e-06
29.988 -1.44241e-06 -1.44241e-06
29.997 -1.45311e-06 -1.45311e-06
30.006 -1.4639e-06 -1.4639e-06
30.015 -1.47477e-06 -1.47477e-06
30.024 -1.48572e-06 -1.48572e-06
30.033 -1.49675e-06 -1.49675e-06
30.042 -1.50786e-06 -1.50786e-06
30.051 -1.51906e-06 -1.51906e-06
30.06 -1.53033e-06 -1.53033e-06
30.069 -1.54169e-06 -1.54169e-06
30.078 -1.55314e-06 -1.55314e-06
30.087 -1.56467e-06 -1.56467e-06
30.096 -1.57629e-06 -1.57629e-06
30.105 -1.58799e-06 -1.58799e-06
30.114 -1.59978e-06 -1.59978e-06
30.123 -1.61165e-06 -1.61165e-06
30.132 -1.62362e-06 -1.62362e-06
30.141 -1.63567e-06 -1.63567e-06
30.15 -1.64782e-06 -1.64782e-06
30.159 -1.66005e-06 -1.66005e-06
30.168 -1.67237e-06 -1.67237e-06
30.177 -1.68479e-06 -1.68479e-06
30.186 -1.6973e-06 -1.6973e-06
30.195 -1.7099e-06 -1.7099e-06
30.204 -1.72259e-06 -1.72259e-06
30.213 -1.73538e-06 -1.73538e-06
30.222 -1.74827e-06 -1.74827e-06
30.231 -1.76125e-06 -1.76125e-06
30.24 -1.77432e-06 -1.77432e-06
30.249 -1.78749e-06 -1.78749e-06
30.258 -1.80076e-06 -1.80076e-06
30.267 -1.81413e-06 -1.81413e-06
30.276 -1.8276e-06 -1.8276e-06
30.285 -1.84117e-06 -1.84117e-06
30.294 -1.85484e-06 -1.85484e-06
30.303 -1.86861e-06 -1.86861e-06
30.312 -1.88248e-06 -1.88248e-06
30.321 -1.89646e-06 -1.89646e-06
30.33 -1.91054e-06 -1.91054e-06
30.339 -1.92472e-06 -1.92472e-06
30.348 -1.93901e-06 -1.93901e-06
30.357 -1.95341e-06 -1.95341e-06
30.366 -1.96791e-06 -1.96791e-06
30.375 -1.98252e-06 -1.98252e-06
30.384 -1.99724e-06 -1.99724e-06
30.393 -2.01206e-06 -2.01206e-06
30.402 -2.027e-06 -2.027e-06
30.411 -2.04205e-06 -2.04205e-06
30.42 -2.05721e-06 -2.05721e-06
30.429 -2.07248e-06 -2.07248e-06
30.438 -2.08787e-06 -2.08787e-06
30.447 -2.10337e-06 -2.10337e-06
30.456 -2.11899e-06 -2.11899e-06
30.465 -2.13472e-06 -2.13472e-06
30.474 -2.15057e-06 -2.15057e-06
30.483 -2.16653e-06 -2.16653e-06
30.492 -2.18262e-06 -2.18262e-06
30.501 -2.19882e-06 -2.19882e-06
30.51 -2.21514e-06 -2.21514e-06
30.519 -2.23159e-06 -2.23159e-06
30.528 -2.24816e-06 -2.24816e-06
30.537 -2.26485e-06 -2.26485e-06
