# tau gt_up gt_dn
13.374 -5.54283e-06 -5.54283e-06
13.383 -5.50198e-06 -5.50198e-06
13.392 -5.46144e-06 -5.46144e-06
13.401 -5.42119e-06 -5.42119e-06
13.41 -5.38124e-06 -5.38124e-06
13.419 -5.34158e-06 -5.34158e-06
13.428 -5.30222e-06 -5.30222e-06
13.437 -5.26314e-06 -5.26314e-06
13.446 -5.22436e-06 -5.22436e-06
13.455 -5.18586e-06 -5.18586e-06
13.464 -5.14764e-06 -5.14764e-06
13.473 -5.10971e-06 -5.10971e-06
13.482 -5.07205e-06 -5.07205e-06
13.491 -5.03467e-06 -5.03467e-06
13.5 -4.99757e-06 -4.99757e-06
13.509 -4.96074e-06 -4.96074e-06
13.518 -4.92418e-06 -4.92418e-06
13.527 -4.8879e-06 -4.8879e-06
13.536 -4.85187e-06 -4.85187e-06
13.545 -4.81612e-06 -4.81612e-06
13.554 -4.78063e-06 -4.78063e-06
13.563 -4.7454e-06 -4.7454e-06
13.572 -4.71043e-06 -4.71043e-06
13.581 -4.67571e-06 -4.67571e-06
13.59 -4.64126e-06 -4.64126e-06
13.599 -4.60705e-06 -4.60705e-06
13.608 -4.5731e-06 -4.5731e-06
13.617 -4.5394e-06 -4.5394e-06
13.626 -4.50595e-06 -4.50595e-06
13.635 -4.47274e-06 -4.47274e-06
13.644 -4.43978e-06 -4.43978e-06
13.653 -4.40706e-06 -4.40706e-06
13.662 -4.37458e-06 -4.37458e-06
13.671 -4.34235e-06 -4.34235e-06
13.68 -4.31035e-06 -4.31035e-06
13.689 -4.27858e-06 -4.27858e-06
13.698 -4.24705e-06 -4.24705e-06
13.707 -4.21575e-06 -4.21575e-06
13.716 -4.18469e-06 -4.18469e-06
13.725 -4.15385e-06 -4.15385e-06
13.734 -4.12324e-06 -4.12324e-06
13.743 -4.09285e-06 -4.09285e-06
13.752 -4.06269e-06 -4.06269e-06
13.761 -4.03275e-06 -4.03275e-06
13.77 -4.00303e-06 -4.00303e-06
13.779 -3.97353e-06 -3.97353e-06
13.788 -3.94425e-06 -3.94425e-06
13.797 -3.91518e-06 -3.91518e-06
13.806 -3.88633e-06 -3.88633e-06
13.815 -3.85769e-06 -3.85769e-06
13.824 -3.82926e-06 -3.82926e-06
13.833 -3.80104e-06 -3.80104e-06
13.842 -3.77303e-06 -3.77303e-06
13.851 -3.74522e-06 -3.74522e-06
13.86 -3.71762e-06 -3.71762e-06
13.869 -3.69023e-06 -3.69023e-06
13.878 -3.66303e-06 -3.66303e-06
13.887 -3.63604e-06 -3.63604e-06
13.896 -3.60924e-06 -3.60924e-06
13.905 -3.58264e-06 -3.58264e-06
13.914 -3.55624e-06 -3.55624e-06
13.923 -3.53004e-06 -3.53004e-06
13.932 -3.50402e-06 -3.50402e-06
13.941 -3.4782e-06 -3.4782e-06
13.95 -3.45257e-06 -3.45257e-06
13.959 -3.42712e-06 -3.42712e-06
13.968 -3.40187e-06 -3.40187e-06
13.977 -3.3768e-06 -3.3768e-06
13.986 -3.35191e-06 -3.35191e-06
13.995 -3.32721e-06 -3.32721e-06
14.004 -3.30269e-06 -3.30269e-06
14.013 -3.27835e-06 -3.27835e-06
14.022 -3.25419e-06 -3.25419e-06
14.031 -3.23021e-06 -3.23021e-06
14.04 -3.20641e-06 -3.20641e-06
14.049 -3.18278e-06 -3.18278e-06
14.058 -3.15932e-06 -3.15932e-06
14.067 -3.13604e-06 -3.13604e-06
14.076 -3.11293e-06 -3.11293e-06
14.085 -3.08999e-06 -3.08999e-06
14.094 -3.06722e-06 -3.06722e-06
14.103 -3.04461e-06 -3.04461e-06
14.112 -3.02218e-06 -3.02218e-06
14.121 -2.99991e-06 -2.99991e-06
14.13 -2.9778e-06 -2.9778e-06
14.139 -2.95585e-06 -2.95585e-06
14.148 -2.93407e-06 -2.93407e-06
14.157 -2.91245e-06 -2.91245e-06
14.166 -2.89099e-06 -2.89099e-06
14.175 -2.86968e-06 -2.86968e-06
14.184 -2.84853e-06 -2.84853e-06
14.193 -2.82754e-06 -2.82754e-06
14.202 -2.8067e-06 -2.8067e-06
14.211 -2.78602e-06 -2.78602e-06
14.22 -2.76549e-06 -2.76549e-06
14.229 -2.74511e-06 -2.74511e-06
14.238 -2.72488e-06 -2.72488e-06
14.247 -2.7048e-06 -2.7048e-06
14.256 -2.68487e-06 -2.68487e-06
14.265 -2.66508e-06 -2.66508e-06
14.274 -2.64544e-06 -2.64544e-06
14.283 -2.62595e-06 -2.62595e-06
14.292 -2.60659e-06 -2.60659e-06
14.301 -2.58738e-06 -2.58738e-06
14.31 -2.56832e-06 -2.56832e-06
14.319 -2.54939e-06 -2.54939e-06
14.328 -2.5306e-06 -2.5306e-06
14.337 -2.51195e-06 -2.51195e-06
14.346 -2.49344e-06 -2.49344e-06
14.355 -2.47507e-06 -2.47507e-06
14.364 -2.45683e-06 -2.45683e-06
14.373 -2.43872e-06 -2.43872e-06
14.382 -2.42075e-06 -2.42075e-06
14.391 -2.40291e-06 -2.40291e-06
14.4 -2.3852e-06 -2.3852e-06
14.409 -2.36763e-06 -2.36763e-06
14.418 -2.35018e-06 -2.35018e-06
14.427 -2.33286e-06 -2.33286e-06
14.436 -2.31567e-06 -2.31567e-06
14.445 -2.2986e-06 -2.2986e-06
14.454 -2.28166e-06 -2.28166e-06
14.463 -2.26485e-06 -2.26485e-06
14.472 -2.24816e-06 -2.24816e-06
14.481 -2.23159e-06 -2.23159e-06
14.49 -2.21514e-06 -2.21514e-06
14.499 -2.19882e-06 -2.19882e-06
14.508 -2.18262e-06 -2.18262e-06
14.517 -2.16653e-06 -2.16653e-06
14.526 -2.15057e-06 -2.15057e-06
14.535 -2.13472e-06 -2.13472e-06
14.544 -2.11899e-06 -2.11899e-06
14.553 -2.10337e-06 -2.10337e-06
14.562 -2.08787e-06 -2.08787e-06
14.571 -2.07248e-06 -2.07248e-06
14.58 -2.05721e-06 -2.05721e-06
14.589 -2.04205e-06 -2.04205e-06
14.598 -2.027e-06 -2.027e-06
14.607 -2.01206e-06 -2.01206e-06
14.616 -1.99724e-06 -1.99724e-06
14.625 -1.98252e-06 -1.98252e-06
14.634 -1.96791e-06 -1.96791e-06
14.643 -1.95341e-06 -1.95341e-06
14.652 -1.93901e-06 -1.93901e-06
14.661 -1.92472e-06 -1.92472e-06
14.67 -1.91054e-06 -1.91054e-06
14.679 -1.89646e-06 -1.89646e-06
14.688 -1.88248e-06 -1.88248e-06
14.697 -1.86861e-06 -1.86861e-06
14.706 -1.85484e-06 -1.85484e-06
14.715 -1.84117e-06 -1.84117e-06
14.724 -1.8276e-06 -1.8276e-06
14.733 -1.81413e-06 -1.81413e-06
14.742 -1.80076e-06 -1.80076e-06
14.751 -1.78749e-06 -1.78749e-06
14.76 -1.77432e-06 -1.77432e-06
14.769 -1.76125e-06 -1.76125e-06
14.778 -1.74827e-06 -1.74827e-06
14.787 -1.73538e-06 -1.73538e-06
14.796 -1.72259e-06 -1.72259e-06
14.805 -1.7099e-06 -1.7099e-06
14.814 -1.6973e-06 -1.6973e-06
14.823 -1.68479e-06 -1.68479e-06
14.832 -1.67237e-06 -1.67237e-06
14.841 -1.66005e-06 -1.66005e-06
14.85 -1.64782e-06 -1.64782e-06
14.859 -1.63567e-06 -1.63567e-06
14.868 -1.62362e-06 -1.62362e-06
14.877 -1.61165e-06 -1.61165e-06
14.886 -1.59978e-06 -1.59978e-06
14.895 -1.58799e-06 -1.58799e-06
14.904 -1.57629e-06 -1.57629e-06
14.913 -1.56467e-06 -1.56467e-06
14.922 -1.55314e-06 -1.55314e-06
14.931 -1.54169e-06 -1.54169e-06
14.94 -1.53033e-06 -1.53033e-06
14.949 -1.51906e-06 -1.51906e-06
14.958 -1.50786e-06 -1.50786e-06
14.967 -1.49675e-06 -1.49675e-06
14.976 -1.48572e-06 -1.48572e-06
14.985 -1.47477e-06 -1.47477e-06
14.994 -1.4639e-06 -1.4639e-06
15.003 -1.45311e-06 -1.45311e-06
15.012 -1.44241e-06 -1.44241e-06
15.021 -1.43178e-06 -1.43178e-06
15.03 -1.42122e-06 -1.42122e-06
15.039 -1.41075e-06 -1.41075e-06
15.048 -1.40035e-06 -1.40035e-06
15.057 -1.39004e-06 -1.39004e-06
15.066 -1.37979e-06 -1.37979e-06
15.075 -1.36962e-06 -1.36962e-06
15.084 -1.35953e-06 -1.35953e-06
15.093 -1.34951e-06 -1.34951e-06
15.102 -1.33957e-06 -1.33957e-06
15.111 -1.32969e-06 -1.32969e-06
15.12 -1.3199e-06 -1.3199e-06
15.129 -1.31017e-06 -1.31017e-06
15.138 -1.30051e-06 -1.30051e-06
15.147 -1.29093e-06 -1.29093e-06
15.156 -1.28142e-06 -1.28142e-06
15.165 -1.27197e-06 -1.27197e-06
15.174 -1.2626e-06 -1.2626e-06
15.183 -1.2533e-06 -1.2533e-06
15.192 -1.24406e-06 -1.24406e-06
15.201 -1.23489e-06 -1.23489e-06
15.21 -1.22579e-06 -1.22579e-06
15.219 -1.21676e-06 -1.21676e-06
15.228 -1.20779e-06 -1.20779e-06
15.237 -1.19889e-06 -1.19889e-06
15.246 -1.19006e-06 -1.19006e-06
15.255 -1.18129e-06 -1.18129e-06
15.264 -1.17258e-06 -1.17258e-06
15.273 -1.16394e-06 -1.16394e-06
15.282 -1.15536e-06 -1.15536e-06
15.291 -1.14685e-06 -1.14685e-06
15.3 -1.1384e-06 -1.1384e-06
15.309 -1.13001e-06 -1.13001e-06
15.318 -1.12168e-06 -1.12168e-06
15.327 -1.11341e-06 -1.11341e-06
15.336 -1.10521e-06 -1.10521e-06
15.345 -1.09706e-06 -1.09706e-06
15.354 -1.08898e-06 -1.08898e-06
15.363 -1.08095e-06 -1.08095e-06
15.372 -1.07299e-06 -1.07299e-06
15.381 -1.06508e-06 -1.06508e-06
15.39 -1.05723e-06 -1.05723e-06
15.399 -1.04944e-06 -1.04944e-06
15.408 -1.04171e-06 -1.04171e-06
15.417 -1.03403e-06 -1.03403e-06
15.426 -1.02641e-06 -1.02641e-06
15.435 -1.01885e-06 -1.01885e-06
15.444 -1.01134e-06 -1.01134e-06
15.453 -1.00389e-06 -1.00389e-06
15.462 -9.96489e-07 -9.96489e-07
15.471 -9.89145e-07 -9.89145e-07
15.48 -9.81856e-07 -9.81856e-07
15.489 -9.74621e-07 -9.74621e-07
15.498 -9.67438e-07 -9.67438e-07
15.507 -9.60309e-07 -9.60309e-07
15.516 -9.53232e-07 -9.53232e-07
15.525 -9.46208e-07 -9.46208e-07
15.534 -9.39235e-07 -9.39235e-07
15.543 -9.32313e-07 -9.32313e-07
15.552 -9.25443e-07 -9.25443e-07
15.561 -9.18623e-07 -9.18623e-07
15.57 -9.11854e-07 -9.11854e-07
15.579 -9.05134e-07 -9.05134e-07
15.588 -8.98464e-07 -8.98464e-07
15.597 -8.91843e-07 -8.91843e-07
15.606 -8.85271e-07 -8.85271e-07
15.615 -8.78747e-07 -8.78747e-07
15.624 -8.72271e-07 -8.72271e-07
15.633 -8.65843e-07 -8.65843e-07
15.642 -8.59463e-07 -8.59463e-07
15.651 -8.53129e-07 -8.53129e-07
15.66 -8.46842e-07 -8.46842e-07
15.669 -8.40602e-07 -8.40602e-07
15.678 -8.34407e-07 -8.34407e-07
15.687 -8.28258e-07 -8.28258e-07
15.696 -8.22155e-07 -8.22155e-07
15.705 -8.16096e-07 -8.16096e-07
15.714 -8.10082e-07 -8.10082e-07
15.723 -8.04112e-07 -8.04112e-07
15.732 -7.98187e-07 -7.98187e-07
15.741 -7.92305e-07 -7.92305e-07
15.75 -7.86466e-07 -7.86466e-07
15.759 -7.8067e-07 -7.8067e-07
15.768 -7.74918e-07 -7.74918e-07
15.777 -7.69207e-07 -7.69207e-07
15.786 -7.63539e-07 -7.63539e-07
15.795 -7.57912e-07 -7.57912e-07
15.804 -7.52327e-07 -7.52327e-07
15.813 -7.46783e-07 -7.46783e-07
15.822 -7.4128e-07 -7.4128e-07
15.831 -7.35817e-07 -7.35817e-07
15.84 -7.30395e-07 -7.30395e-07
15.849 -7.25012e-07 -7.25012e-07
15.858 -7.1967e-07 -7.1967e-07
15.867 -7.14366e-07 -7.14366e-07
15.876 -7.09102e-07 -7.09102e-07
15.885 -7.03877e-07 -7.03877e-07
15.894 -6.9869e-07 -6.9869e-07
15.903 -6.93541e-07 -6.93541e-07
15.912 -6.8843e-07 -6.8843e-07
15.921 -6.83357e-07 -6.83357e-07
15.93 -6.78321e-07 -6.78321e-07
15.939 -6.73323e-07 -6.73323e-07
15.948 -6.68361e-07 -6.68361e-07
15.957 -6.63436e-07 -6.63436e-07
15.966 -6.58547e-07 -6.58547e-07
15.975 -6.53694e-07 -6.53694e-07
15.984 -6.48877e-07 -6.48877e-07
15.993 -6.44095e-07 -6.44095e-07
16.002 -6.39349e-07 -6.39349e-07
16.011 -6.34637e-07 -6.34637e-07
16.02 -6.29961e-07 -6.29961e-07
16.029 -6.25318e-07 -6.25318e-07
16.038 -6.2071e-07 -6.2071e-07
16.047 -6.16136e-07 -6.16136e-07
16.056 -6.11596e-07 -6.11596e-07
16.065 -6.07089e-07 -6.07089e-07
16.074 -6.02616e-07 -6.02616e-07
16.083 -5.98175e-07 -5.98175e-07
16.092 -5.93767e-07 -5.93767e-07
16.101 -5.89391e-07 -5.89391e-07
16.11 -5.85048e-07 -5.85048e-07
16.119 -5.80737e-07 -5.80737e-07
16.128 -5.76458e-07 -5.76458e-07
16.137 -5.7221e-07 -5.7221e-07
16.146 -5.67993e-07 -5.67993e-07
16.155 -5.63807e-07 -5.63807e-07
16.164 -5.59653e-07 -5.59653e-07
16.173 -5.55529e-07 -5.55529e-07
16.182 -5.51435e-07 -5.51435e-07
16.191 -5.47372e-07 -5.47372e-07
16.2 -5.43338e-07 -5.43338e-07
16.209 -5.39334e-07 -5.39334e-07
16.218 -5.3536e-07 -5.3536e-07
16.227 -5.31415e-07 -5.31415e-07
16.236 -5.27499e-07 -5.27499e-07
16.245 -5.23612e-07 -5.23612e-07
16.254 -5.19753e-07 -5.19753e-07
16.263 -5.15923e-07 -5.15923e-07
16.272 -5.12122e-07 -5.12122e-07
16.281 -5.08348e-07 -5.08348e-07
16.29 -5.04602e-07 -5.04602e-07
16.299 -5.00884e-07 -5.00884e-07
16.308 -4.97193e-07 -4.97193e-07
16.317 -4.93529e-07 -4.93529e-07
16.326 -4.89892e-07 -4.89892e-07
16.335 -4.86282e-07 -4.86282e-07
16.344 -4.82699e-07 -4.82699e-07
16.353 -4.79142e-07 -4.79142e-07
16.362 -4.75611e-07 -4.75611e-07
16.371 -4.72107e-07 -4.72107e-07
16.38 -4.68628e-07 -4.68628e-07
16.389 -4.65175e-07 -4.65175e-07
16.398 -4.61747e-07 -4.61747e-07
16.407 -4.58344e-07 -4.58344e-07
16.416 -4.54967e-07 -4.54967e-07
16.425 -4.51614e-07 -4.51614e-07
16.434 -4.48287e-07 -4.48287e-07
16.443 -4.44983e-07 -4.44983e-07
16.452 -4.41704e-07 -4.41704e-07
16.461 -4.3845e-07 -4.3845e-07
16.47 -4.35219e-07 -4.35219e-07
16.479 -4.32012e-07 -4.32012e-07
16.488 -4.28828e-07 -4.28828e-07
16.497 -4.25669e-07 -4.25669e-07
16.506 -4.22532e-07 -4.22532e-07
16.515 -4.19418e-07 -4.19418e-07
16.524 -4.16328e-07 -4.16328e-07
16.533 -4.1326e-07 -4.1326e-07
16.542 -4.10215e-07 -4.10215e-07
16.551 -4.07192e-07 -4.07192e-07
16.56 -4.04192e-07 -4.04192e-07
16.569 -4.01214e-07 -4.01214e-07
16.578 -3.98257e-07 -3.98257e-07
16.587 -3.95323e-07 -3.95323e-07
16.596 -3.9241e-07 -3.9241e-07
16.605 -3.89518e-07 -3.89518e-07
16.614 -3.86648e-07 -3.86648e-07
16.623 -3.83799e-07 -3.83799e-07
16.632 -3.80971e-07 -3.80971e-07
16.641 -3.78164e-07 -3.78164e-07
16.65 -3.75377e-07 -3.75377e-07
16.659 -3.72612e-07 -3.72612e-07
16.668 -3.69866e-07 -3.69866e-07
16.677 -3.67141e-07 -3.67141e-07
16.686 -3.64435e-07 -3.64435e-07
16.695 -3.6175e-07 -3.6175e-07
16.704 -3.59085e-07 -3.59085e-07
16.713 -3.56439e-07 -3.56439e-07
16.722 -3.53812e-07 -3.53812e-07
16.731 -3.51205e-07 -3.51205e-07
16.74 -3.48618e-07 -3.48618e-07
16.749 -3.46049e-07 -3.46049e-07
16.758 -3.43499e-07 -3.43499e-07
16.767 -3.40968e-07 -3.40968e-07
16.776 -3.38456e-07 -3.38456e-07
16.785 -3.35962e-07 -3.35962e-07
16.794 -3.33487e-07 -3.33487e-07
16.803 -3.31029e-07 -3.31029e-07
16.812 -3.2859e-07 -3.2859e-07
16.821 -3.26169e-07 -3.26169e-07
16.83 -3.23766e-07 -3.23766e-07
16.839 -3.21381e-07 -3.21381e-07
16.848 -3.19013e-07 -3.19013e-07
16.857 -3.16662e-07 -3.16662e-07
16.866 -3.14329e-07 -3.14329e-07
16.875 -3.12013e-07 -3.12013e-07
16.884 -3.09714e-07 -3.09714e-07
16.893 -3.07432e-07 -3.07432e-07
16.902 -3.05167e-07 -3.05167e-07
16.911 -3.02918e-07 -3.02918e-07
16.92 -3.00687e-07 -3.00687e-07
16.929 -2.98471e-07 -2.98471e-07
16.938 -2.96272e-07 -2.96272e-07
16.947 -2.94089e-07 -2.94089e-07
16.956 -2.91922e-07 -2.91922e-07
16.965 -2.89772e-07 -2.89772e-07
16.974 -2.87637e-07 -2.87637e-07
16.983 -2.85517e-07 -2.85517e-07
16.992 -2.83414e-07 -2.83414e-07
17.001 -2.81326e-07 -2.81326e-07
17.01 -2.79253e-07 -2.79253e-07
17.019 -2.77196e-07 -2.77196e-07
17.028 -2.75153e-07 -2.75153e-07
17.037 -2.73126e-07 -2.73126e-07
17.046 -2.71114e-07 -2.71114e-07
17.055 -2.69116e-07 -2.69116e-07
17.064 -2.67134e-07 -2.67134e-07
17.073 -2.65166e-07 -2.65166e-07
17.082 -2.63212e-07 -2.63212e-07
17.091 -2.61273e-07 -2.61273e-07
17.1 -2.59348e-07 -2.59348e-07
17.109 -2.57437e-07 -2.57437e-07
17.118 -2.55541e-07 -2.55541e-07
17.127 -2.53658e-07 -2.53658e-07
17.136 -2.51789e-07 -2.51789e-07
17.145 -2.49934e-07 -2.49934e-07
17.154 -2.48093e-07 -2.48093e-07
17.163 -2.46265e-07 -2.46265e-07
17.172 -2.44451e-07 -2.44451e-07
17.181 -2.4265e-07 -2.4265e-07
17.19 -2.40862e-07 -2.40862e-07
17.199 -2.39088e-07 -2.39088e-07
17.208 -2.37327e-07 -2.37327e-07
17.217 -2.35578e-07 -2.35578e-07
17.226 -2.33843e-07 -2.33843e-07
17.235 -2.3212e-07 -2.3212e-07
17.244 -2.3041e-07 -2.3041e-07
17.253 -2.28713e-07 -2.28713e-07
17.262 -2.27028e-07 -2.27028e-07
17.271 -2.25355e-07 -2.25355e-07
17.28 -2.23695e-07 -2.23695e-07
17.289 -2.22047e-07 -2.22047e-07
17.298 -2.20412e-07 -2.20412e-07
17.307 -2.18788e-07 -2.18788e-07
17.316 -2.17176e-07 -2.17176e-07
17.325 -2.15576e-07 -2.15576e-07
17.334 -2.13988e-07 -2.13988e-07
17.343 -2.12412e-07 -2.12412e-07
17.352 -2.10847e-07 -2.10847e-07
17.361 -2.09294e-07 -2.09294e-07
17.37 -2.07753e-07 -2.07753e-07
17.379 -2.06222e-07 -2.06222e-07
17.388 -2.04703e-07 -2.04703e-07
17.397 -2.03195e-07 -2.03195e-07
17.406 -2.01699e-07 -2.01699e-07
17.415 -2.00213e-07 -2.00213e-07
17.424 -1.98738e-07 -1.98738e-07
17.433 -1.97274e-07 -1.97274e-07
17.442 -1.95821e-07 -1.95821e-07
17.451 -1.94379e-07 -1.94379e-07
17.46 -1.92947e-07 -1.92947e-07
17.469 -1.91526e-07 -1.91526e-07
17.478 -1.90115e-07 -1.90115e-07
17.487 -1.88715e-07 -1.88715e-07
17.496 -1.87325e-07 -1.87325e-07
17.505 -1.85945e-07 -1.85945e-07
17.514 -1.84576e-07 -1.84576e-07
17.523 -1.83216e-07 -1.83216e-07
17.532 -1.81867e-07 -1.81867e-07
17.541 -1.80527e-07 -1.80527e-07
17.55 -1.79198e-07 -1.79198e-07
17.559 -1.77878e-07 -1.77878e-07
17.568 -1.76568e-07 -1.76568e-07
17.577 -1.75267e-07 -1.75267e-07
17.586 -1.73976e-07 -1.73976e-07
17.595 -1.72695e-07 -1.72695e-07
17.604 -1.71423e-07 -1.71423e-07
17.613 -1.70161e-07 -1.70161e-07
17.622 -1.68908e-07 -1.68908e-07
17.631 -1.67664e-07 -1.67664e-07
17.64 -1.66429e-07 -1.66429e-07
17.649 -1.65203e-07 -1.65203e-07
17.658 -1.63987e-07 -1.63987e-07
17.667 -1.62779e-07 -1.62779e-07
17.676 -1.6158e-07 -1.6158e-07
17.685 -1.6039e-07 -1.6039e-07
17.694 -1.59209e-07 -1.59209e-07
17.703 -1.58037e-07 -1.58037e-07
17.712 -1.56873e-07 -1.56873e-07
17.721 -1.55718e-07 -1.55718e-07
17.73 -1.54571e-07 -1.54571e-07
17.739 -1.53433e-07 -1.53433e-07
17.748 -1.52303e-07 -1.52303e-07
17.757 -1.51182e-07 -1.51182e-07
17.766 -1.50069e-07 -1.50069e-07
17.775 -1.48964e-07 -1.48964e-07
17.784 -1.47867e-07 -1.47867e-07
17.793 -1.46778e-07 -1.46778e-07
17.802 -1.45697e-07 -1.45697e-07
17.811 -1.44625e-07 -1.44625e-07
17.82 -1.4356e-07 -1.4356e-07
17.829 -1.42503e-07 -1.42503e-07
17.838 -1.41454e-07 -1.41454e-07
17.847 -1.40412e-07 -1.40412e-07
17.856 -1.39378e-07 -1.39378e-07
17.865 -1.38352e-07 -1.38352e-07
17.874 -1.37334e-07 -1.37334e-07
17.883 -1.36323e-07 -1.36323e-07
17.892 -1.35319e-07 -1.35319e-07
17.901 -1.34323e-07 -1.34323e-07
17.91 -1.33334e-07 -1.33334e-07
17.919 -1.32352e-07 -1.32352e-07
17.928 -1.31378e-07 -1.31378e-07
17.937 -1.30411e-07 -1.30411e-07
17.946 -1.29451e-07 -1.29451e-07
17.955 -1.28498e-07 -1.28498e-07
17.964 -1.27552e-07 -1.27552e-07
17.973 -1.26613e-07 -1.26613e-07
17.982 -1.25681e-07 -1.25681e-07
17.991 -1.24756e-07 -1.24756e-07
18 -1.23838e-07 -1.23838e-07
18.009 -1.22927e-07 -1.22927e-07
18.018 -1.22022e-07 -1.22022e-07
18.027 -1.21124e-07 -1.21124e-07
18.036 -1.20232e-07 -1.20232e-07
18.045 -1.19347e-07 -1.19347e-07
18.054 -1.18469e-07 -1.18469e-07
18.063 -1.17597e-07 -1.17597e-07
18.072 -1.16732e-07 -1.16732e-07
18.081 -1.15873e-07 -1.15873e-07
18.09 -1.1502e-07 -1.1502e-07
18.099 -1.14174e-07 -1.14174e-07
18.108 -1.13333e-07 -1.13333e-07
18.117 -1.12499e-07 -1.12499e-07
18.126 -1.11672e-07 -1.11672e-07
18.135 -1.1085e-07 -1.1085e-07
18.144 -1.10034e-07 -1.10034e-07
18.153 -1.09225e-07 -1.09225e-07
18.162 -1.08421e-07 -1.08421e-07
18.171 -1.07623e-07 -1.07623e-07
18.18 -1.06831e-07 -1.06831e-07
18.189 -1.06045e-07 -1.06045e-07
18.198 -1.05265e-07 -1.05265e-07
18.207 -1.04491e-07 -1.04491e-07
18.216 -1.03722e-07 -1.03722e-07
18.225 -1.02959e-07 -1.02959e-07
18.234 -1.02202e-07 -1.02202e-07
18.243 -1.0145e-07 -1.0145e-07
18.252 -1.00704e-07 -1.00704e-07
18.261 -9.99629e-08 -9.99629e-08
18.27 -9.92276e-08 -9.92276e-08
18.279 -9.84978e-08 -9.84978e-08
18.288 -9.77733e-08 -9.77733e-08
18.297 -9.70542e-08 -9.70542e-08
18.306 -9.63404e-08 -9.63404e-08
18.315 -9.56319e-08 -9.56319e-08
18.324 -9.49286e-08 -9.49286e-08
18.333 -9.42305e-08 -9.42305e-08
18.342 -9.35376e-08 -9.35376e-08
18.351 -9.28497e-08 -9.28497e-08
18.36 -9.2167e-08 -9.2167e-08
18.369 -9.14893e-08 -9.14893e-08
18.378 -9.08166e-08 -9.08166e-08
18.387 -9.01488e-08 -9.01488e-08
18.396 -8.9486e-08 -8.9486e-08
18.405 -8.88281e-08 -8.88281e-08
18.414 -8.81751e-08 -8.81751e-08
18.423 -8.75269e-08 -8.75269e-08
18.432 -8.68834e-08 -8.68834e-08
18.441 -8.62448e-08 -8.62448e-08
18.45 -8.56108e-08 -8.56108e-08
18.459 -8.49815e-08 -8.49815e-08
18.468 -8.43569e-08 -8.43569e-08
18.477 -8.37369e-08 -8.37369e-08
18.486 -8.31215e-08 -8.31215e-08
18.495 -8.25106e-08 -8.25106e-08
18.504 -8.19042e-08 -8.19042e-08
18.513 -8.13023e-08 -8.13023e-08
18.522 -8.07049e-08 -8.07049e-08
18.531 -8.01119e-08 -8.01119e-08
18.54 -7.95232e-08 -7.95232e-08
18.549 -7.89389e-08 -7.89389e-08
18.558 -7.8359e-08 -7.8359e-08
18.567 -7.77833e-08 -7.77833e-08
18.576 -7.72119e-08 -7.72119e-08
18.585 -7.66447e-08 -7.66447e-08
18.594 -7.60817e-08 -7.60817e-08
18.603 -7.55228e-08 -7.55228e-08
18.612 -7.49681e-08 -7.49681e-08
18.621 -7.44175e-08 -7.44175e-08
18.63 -7.38709e-08 -7.38709e-08
18.639 -7.33284e-08 -7.33284e-08
18.648 -7.279e-08 -7.279e-08
18.657 -7.22554e-08 -7.22554e-08
18.666 -7.17249e-08 -7.17249e-08
18.675 -7.11983e-08 -7.11983e-08
18.684 -7.06755e-08 -7.06755e-08
18.693 -7.01567e-08 -7.01567e-08
18.702 -6.96416e-08 -6.96416e-08
18.711 -6.91304e-08 -6.91304e-08
18.72 -6.8623e-08 -6.8623e-08
18.729 -6.81193e-08 -6.81193e-08
18.738 -6.76193e-08 -6.76193e-08
18.747 -6.71231e-08 -6.71231e-08
18.756 -6.66305e-08 -6.66305e-08
18.765 -6.61416e-08 -6.61416e-08
18.774 -6.56563e-08 -6.56563e-08
18.783 -6.51745e-08 -6.51745e-08
18.792 -6.46964e-08 -6.46964e-08
18.801 -6.42217e-08 -6.42217e-08
18.81 -6.37506e-08 -6.37506e-08
18.819 -6.3283e-08 -6.3283e-08
18.828 -6.28189e-08 -6.28189e-08
18.837 -6.23581e-08 -6.23581e-08
18.846 -6.19008e-08 -6.19008e-08
18.855 -6.14469e-08 -6.14469e-08
18.864 -6.09964e-08 -6.09964e-08
18.873 -6.05491e-08 -6.05491e-08
18.882 -6.01052e-08 -6.01052e-08
18.891 -5.96646e-08 -5.96646e-08
18.9 -5.92272e-08 -5.92272e-08
18.909 -5.87931e-08 -5.87931e-08
18.918 -5.83622e-08 -5.83622e-08
18.927 -5.79345e-08 -5.79345e-08
18.936 -5.751e-08 -5.751e-08
18.945 -5.70886e-08 -5.70886e-08
18.954 -5.66703e-08 -5.66703e-08
18.963 -5.62552e-08 -5.62552e-08
18.972 -5.58431e-08 -5.58431e-08
18.981 -5.5434e-08 -5.5434e-08
18.99 -5.5028e-08 -5.5028e-08
18.999 -5.4625e-08 -5.4625e-08
19.008 -5.4225e-08 -5.4225e-08
19.017 -5.3828e-08 -5.3828e-08
19.026 -5.34339e-08 -5.34339e-08
19.035 -5.30427e-08 -5.30427e-08
19.044 -5.26545e-08 -5.26545e-08
19.053 -5.22691e-08 -5.22691e-08
19.062 -5.18866e-08 -5.18866e-08
19.071 -5.15069e-08 -5.15069e-08
19.08 -5.113e-08 -5.113e-08
19.089 -5.0756e-08 -5.0756e-08
